source	x	y	sd	baseline	amplitude	r2
2256	-1.9852633	-0.186717	2.4535902	-0.3681549	0.10203795	0.31899822
2257	-0.6257636	0.63544315	0.09983881	-0.057995312	0.47790232	
2258	-1.7216513	0.2679393	1.0572243	-0.21727286	0.12273663	0.1781348
2259	-1.9660887	-0.15522279	1.0869288	-0.38033825	0.22047955	0.44077855
2260	-2.3782184	-0.0066461796	1.1826386	-0.39747506	0.22418253	0.47258407
2261	-3.011051	-0.30055612	1.3689052	-0.35505128	0.1807758	0.43481076
2262	-3.2827253	-1.2953429	0.9717734	-0.16751952	0.12529747	0.22132415
2263	-0.95056486	-0.36267573	2.9980147	-0.44830862	0.10862646	0.38101542
2264	-0.39560694	0.5219914	0.07295233	-0.083506435	0.6692263	
2265	8.862092	-0.86586535	0.058173165	-0.09333511	0.6461979	
2266	-2.9969342	-1.0212097	1.0939101	-0.1862291	0.12237162	0.30443615
2267	8.207227	-5.3820424	0.5864199	-0.060141116	0.29084304	0.0690338
2268	0.5732569	-0.98700947	3.5697508	-0.4712184	0.10816948	0.2856478
2269	5.264513	-0.9133475	4.2386594	-0.26115096	0.07024537	0.12527901
2270	10.240777	-3.1947517	3.5638537	-0.06357765	0.05180443	0.027982712
2271	-4.7645435	-1.5911112	0.12724274	-0.08376974	0.48294044	
2272	-6.0929146	-1.7453698	0.8225005	-0.10186903	0.09008103	0.1492778
2273	-7.141736	-1.49385	0.13507855	-0.1321487	0.73607934	
2274	-7.6250625	-2.0117364	0.077417254	-0.11472841	0.85719377	
2275	-6.508428	-0.84572375	1.1886054	-0.13104534	0.08180119	0.15748972
2276	-9.122988	-1.5546383	1.4585292	-0.30680275	0.333054	0.3431992
2277	-10.394112	-2.2596302	1.3426493	-0.26157063	0.9725701	0.3156879
2278	-9.235239	-0.75626904	1.1130596	-0.16116136	0.25477716	0.21398813
2279	-10.589166	-2.6972663	1.0781137	-0.3223565	3.1562622	0.38256532
2280	-8.943217	-1.7562634	0.07991774	-0.04264966	0.3684522	
2281	-10.118697	-0.35905045	0.8956977	-0.1655121	1.2722689	0.22657847
2282	-10.307987	-3.2342923	0.9037736	-0.28644997	3.2013545	0.34961063
2283	-1.7041804	-3.1210232	0.05245808	-0.0077876244	0.041182403	
2284	-8.840637	0.45335755	0.19256084	-0.12996404	0.62967366	
2285	-8.529432	-4.9033866	0.09700847	-0.16629936	1.3717425	
2286	-9.126746	-4.6198945	0.2772748	-0.16419147	1.435705	
2287	8.780456	-5.044457	0.1487201	-0.042654317	0.41755024	
2288	-2.5402806	0.6403454	0.6903218	-0.042185288	0.04439699	0.034463763
2289	8.47757	0.5376761	0.05539479	-0.047192264	0.34644932	
2290	-8.625742	-5.0245786	0.13514857	-0.09121108	0.82070786	
2291	-8.865855	-5.0169077	0.16949058	-0.10726097	0.9649369	
2292	8.909836	-4.9905405	0.14990331	-0.12932095	1.2137508	
2293	-2.8317387	-1.3675914	0.080901556	-0.01924442	0.15461953	
2294	9.902555	3.7949007	0.6706857	-0.057140417	0.69881725	0.036765695
2295	3.2703557	-4.7754283	0.061548717	-0.039356995	0.27630675	
2296	8.695848	-5.0370126	0.14918081	-0.07086116	0.6392675	
2297	8.931861	-4.9889197	0.14859371	-0.11499719	1.144708	
2298	-2.3845625	-1.4539623	0.122104995	-0.030512704	0.19297808	
2299	8.450144	-1.2244456	0.67509013	-0.09650505	0.13231342	0.14238942
2300	10.078479	-0.5989525	0.8026374	-0.08809432	0.88866043	0.100792706
2301	-1.7017676	-1.943846	0.06620146	-0.03810317	0.31015405	
2302	1.9820316	-2.9896166	6.2838364	-0.22439061	0.05663205	0.109019816
2303	0.0	0.0	0.0	0.0	0.0	
2304	0.0	0.0	0.0	0.0	0.0	
2305	-0.6965598	-0.58628476	0.85379237	-0.50181484	0.25412887	0.51757395
2306	-0.44793957	-0.7023101	0.5771406	-0.36142728	0.2391826	0.37258327
2307	0.65907353	0.22458291	2.8442616	-0.29225892	0.07212668	0.2310822
2308	-0.46585405	-0.31058893	0.43636426	-0.6123371	0.34615982	
2309	-0.97061104	-0.7488559	0.34983945	-0.29638773	0.5826891	
2310	-0.545603	-0.72198856	0.44940627	-0.3638857	0.3600969	
2311	-3.5229619	-2.4879224	2.5105174	-0.13228893	0.04435867	0.091009915
2312	2.2293437	-0.40472683	3.6904843	-0.32445705	0.0745804	0.2263416
2313	-0.39588755	-0.20522048	0.3264221	-0.72396046	0.39042085	
2314	-1.0530668	-0.814214	0.093750134	-0.1769513	1.2783518	
2315	-7.5165167	-3.8162763	0.050026745	-0.034802508	0.20390007	
2316	-2.5031934	-1.9873279	1.4815195	-0.08709053	0.04192542	0.050004303
2317	2.0604217	0.35190013	3.4912612	-0.35394454	0.08216852	0.18167353
2318	-1.7242177	-0.46087554	0.07393967	-0.10364616	0.92675793	
2319	-2.3537	-1.439804	2.1142418	-0.20526764	0.067853846	0.12602729
2320	-2.5481145	0.7396589	1.9937819	-0.23896386	0.080568574	0.22398442
2321	2.2194989	0.3341933	0.86475956	-0.097285606	0.077729836	0.08434445
2322	-1.645952	-0.32380566	2.7632766	-0.42577302	0.10886864	0.3094628
2323	-1.210868	-0.01011614	1.325686	-0.19869936	0.08123164	0.18564373
2324	8.755245	-5.0371957	0.15130122	-0.053405374	0.49094656	
2325	-0.82821196	-1.2978677	6.135273	0.28920174	-0.0658069	0.18500131
2326	-0.3636515	-0.06535681	2.8453329	-0.37731275	0.092884645	0.2552712
2327	-1.4815172	-1.1342667	0.054358587	-0.05036688	0.29119375	
2328	-8.692398	-1.0998597	0.13728653	-0.10193592	0.58220863	
2329	-10.278288	-2.8505201	0.8321105	-0.07353841	1.0368634	0.05884981
2330	-8.864504	-0.87454903	0.06361125	-0.09925725	0.6779288	
2331	9.095774	-3.2436988	0.23617	-0.08075304	0.7094939	
2332	-8.958674	0.27126125	0.06003016	-0.050521597	0.36651492	
2333	8.5900345	-4.9742975	0.11102042	-0.07705165	0.62618166	
2334	8.871988	-1.588419	0.07985354	-0.018007273	0.15493935	
2335	11.178804	-3.1289086	1.4543922	-0.09333969	0.7725804	0.08896059
2336	8.992603	-1.9627289	0.1495593	-0.05800388	0.47598174	
2337	1.0624259	-1.5589126	0.070182905	-0.036613353	0.29947057	
2338	12.243451	-4.716359	3.3825216	-0.08783057	0.2093139	0.0646925
2339	11.792152	-2.2999523	1.819254	-0.107381806	0.7399335	0.12884086
2340	0.95731896	-2.0013316	0.07584121	-0.032608997	0.23846877	
2341	11.127334	-8.862817	5.073727	-0.20381942	0.3860449	0.1660083
2342	11.706035	-7.339663	5.293093	-0.14194189	0.19661278	0.11281693
2343	5.7626667	0.574311	2.248679	-0.043114435	0.015369113	0.013638377
2344	0.12712866	-0.8049093	2.0302348	-0.21508673	0.06505296	0.19144225
2345	0.0	0.0	0.0	0.0	0.0	
2346	-0.34604493	-0.22948863	0.32236022	-0.87272984	0.4525415	
2347	-0.06920643	-1.533067	3.5530515	-0.07554454	0.017866725	0.071781695
2348	3.566615	-2.4147043	4.1147294	-0.21973868	0.057968035	0.114461064
2349	-0.55385756	-0.31198144	0.43375024	-0.5093583	0.32422084	
2350	4.1644254	-4.673795	1.371796	-0.05326016	0.0467534	0.075398386
2351	-1.2068354	-2.9740098	0.31611586	-0.061417934	0.14231993	
2352	5.5628166	2.0197747	4.4045057	-0.23462011	0.06770122	0.12975055
2353	-0.70178103	-0.44197834	0.36428982	-0.30612737	0.34842905	
2354	-1.0407798	-2.8636088	0.7286123	-0.12480167	0.12478303	0.17390686
2355	-0.4818857	-0.049971968	0.3398216	-0.62191844	0.3387107	
2356	9.312843	0.73498946	0.8356983	-0.09240438	0.22794183	0.10565299
2357	-0.8087715	-0.4941918	0.15122893	-0.18309666	0.8925589	
2358	-1.4488127	-0.19855286	2.3698277	-0.42573127	0.11849691	0.42574227
2359	-0.5018947	-0.09225716	0.39381677	-0.61457664	0.3277105	
2360	11.678336	-0.66806114	1.6387523	-0.052119806	0.45597225	0.039426327
2361	8.476874	-4.9140925	0.059538897	-0.061018582	0.44577584	
2362	8.869243	-2.3140168	0.11649765	-0.05894039	0.44290575	
2363	0.0	0.0	0.0	0.0	0.0	
2364	8.934758	0.24649991	9.212845	-0.1900895	0.0725341	0.073764205
